"long","lat","unique_squirrel_id","shift","date","age","primary_fur_color","activities","interaction","lat_long"
-73.9743970455533,40.7687880243986,"5F-PM-1007-01","PM",10072018,"Adult","Gray","eating","indifferent","POINT (-73.9743970455533 40.7687880243986)"
-73.9686551213305,40.7728617837174,"11H-PM-1013-04","PM",10132018,"Adult","Gray","eating","approaches","POINT (-73.9686551213305 40.7728617837174)"
-73.9708564226824,40.7726219968014,"10F-PM-1019-09","PM",10192018,"Adult","Gray","running","runs away","POINT (-73.9708564226824 40.7726219968014)"
-73.9787552947847,40.7690779628762,"3B-AM-1010-06","AM",10102018,"Adult","Gray","running","indifferent","POINT (-73.9787552947847 40.7690779628762)"
-73.9801343393329,40.7691512453402,"3A-AM-1012-01","AM",10122018,"Juvenile","Gray","eating","runs away","POINT (-73.9801343393329 40.7691512453402)"
-73.9729603550254,40.7660215710657,"3H-AM-1008-06","AM",10082018,"Adult","Black","foraging","indifferent","POINT (-73.9729603550254 40.7660215710657)"
-73.9704339422613,40.7740149529644,"11F-PM-1006-03","PM",10062018,"Adult","Gray","climbing","indifferent","POINT (-73.9704339422613 40.7740149529644)"
-73.9704592500888,40.772962887933,"10G-AM-1006-03","AM",10062018,"Juvenile","Gray","climbing","runs away","POINT (-73.9704592500888 40.772962887933)"
-73.972010921173,40.7701626919216,"7G-AM-1010-09","AM",10102018,"Adult","Cinnamon","foraging","indifferent","POINT (-73.972010921173 40.7701626919216)"
-73.9665309689616,40.7775271020244,"16G-AM-1010-04","AM",10102018,"Adult","Cinnamon","climbing","indifferent","POINT (-73.9665309689616 40.7775271020244)"
-73.9588361742943,40.791115225155,"33E-PM-1012-02","PM",10122018,"Adult","Gray","foraging","runs away","POINT (-73.9588361742943 40.791115225155)"
-73.9668964315686,40.7777577990886,"16G-AM-1010-01","AM",10102018,"Adult","Gray","climbing","runs away","POINT (-73.9668964315686 40.7777577990886)"
-73.9555724351776,40.7967602498249,"39E-AM-1018-03","AM",10182018,"Adult","Gray","running","indifferent","POINT (-73.9555724351776 40.7967602498249)"
-73.9596949258862,40.7900079479217,"31E-PM-1006-04","PM",10062018,"Adult","Gray","climbing","indifferent","POINT (-73.9596949258862 40.7900079479217)"
-73.9725947179952,40.7794481577234,"16A-AM-1013-01","AM",10132018,"Adult","Gray","foraging","indifferent","POINT (-73.9725947179952 40.7794481577234)"
-73.9755192076934,40.7664413570796,"2F-PM-1014-06","PM",10142018,"Adult","Gray","running","indifferent","POINT (-73.9755192076934 40.7664413570796)"
-73.9686907918759,40.7839462261858,"22B-AM-1013-03","AM",10132018,"Adult","Cinnamon","foraging","indifferent","POINT (-73.9686907918759 40.7839462261858)"
-73.9809446489564,40.7685032165879,"2A-PM-1019-03","PM",10192018,"Juvenile","Gray","running","indifferent","POINT (-73.9809446489564 40.7685032165879)"
-73.9683598086625,40.7811150451315,"19D-PM-1008-01","PM",10082018,"Adult","Gray","foraging","indifferent","POINT (-73.9683598086625 40.7811150451315)"
-73.9588689820908,40.7992384137972,"40A-PM-1014-03","PM",10142018,"Adult","Gray","running","runs away","POINT (-73.9588689820908 40.799238413797205)"
-73.9683653449966,40.7719661592206,"10I-AM-1010-01","AM",10102018,"Adult","Gray","foraging","indifferent","POINT (-73.9683653449966 40.7719661592206)"
-73.9590551473416,40.7891607060794,"31F-PM-1007-02","PM",10072018,"Adult","Gray","foraging","runs away","POINT (-73.95905514734162 40.7891607060794)"
-73.9683066605832,40.7781213930544,"16E-PM-1018-03","PM",10182018,"Adult","Gray","running","runs away","POINT (-73.9683066605832 40.7781213930544)"
-73.973552877209,40.7715638228207,"7E-PM-1013-01","PM",10132018,"Adult","Gray","running","runs away","POINT (-73.973552877209 40.7715638228207)"
-73.9684752839242,40.7765816261518,"15F-AM-1007-01","AM",10072018,"Adult","Gray","running","indifferent","POINT (-73.9684752839242 40.7765816261518)"
-73.9791141532217,40.7714888835416,"5A-AM-1006-04","AM",10062018,"Juvenile","Gray","foraging","indifferent","POINT (-73.9791141532217 40.77148888354161)"
-73.9790203973636,40.7688837114832,"3B-AM-1010-02","AM",10102018,"Juvenile","Gray","running","runs away","POINT (-73.9790203973636 40.7688837114832)"
-73.9729297485331,40.7673278541438,"4H-AM-1006-03","AM",10062018,"Adult","Black","foraging","indifferent","POINT (-73.9729297485331 40.7673278541438)"
-73.9755643404768,40.7697569149388,"5E-PM-1012-03","PM",10122018,"Adult","Gray","eating","approaches","POINT (-73.9755643404768 40.7697569149388)"
-73.9726699686943,40.7701123791223,"7F-AM-1008-01","AM",10082018,"Adult","Gray","foraging","indifferent","POINT (-73.9726699686943 40.7701123791223)"
-73.9569811285656,40.793091234605,"35F-PM-1012-02","PM",10122018,"Adult","Gray","eating","indifferent","POINT (-73.9569811285656 40.793091234605)"
-73.9657203199746,40.775173008911,"14I-PM-1018-02","PM",10182018,"Juvenile","Gray","foraging","runs away","POINT (-73.9657203199746 40.775173008911)"
-73.9706949930717,40.772362045852,"10G-AM-1006-08","AM",10062018,"Adult","Black","eating","indifferent","POINT (-73.9706949930717 40.772362045852)"
-73.972087127535,40.776237268628,"13C-AM-1010-01","AM",10102018,"Adult","Gray","climbing","runs away","POINT (-73.972087127535 40.776237268628)"
-73.95827701417,40.7856610238891,"28I-PM-1007-01","PM",10072018,"Adult","Gray","running","indifferent","POINT (-73.95827701417 40.7856610238891)"
-73.9587459136391,40.7982497351812,"40B-PM-1014-05","PM",10142018,"Adult","Gray","foraging","runs away","POINT (-73.9587459136391 40.7982497351812)"
-73.9673803508629,40.7785245025508,"17F-AM-1007-01","AM",10072018,"Adult","Gray","climbing","indifferent","POINT (-73.9673803508629 40.7785245025508)"
-73.9699369796844,40.7720350191273,"10G-PM-1017-04","PM",10172018,"Adult","Gray","running","indifferent","POINT (-73.9699369796844 40.7720350191273)"
-73.9522704511969,40.7965668878961,"41G-AM-1013-01","AM",10132018,"Adult","Gray","eating","runs away","POINT (-73.9522704511969 40.7965668878961)"
-73.9589670987899,40.7952127039287,"37C-AM-1012-04","AM",10122018,"Adult","Gray","foraging","indifferent","POINT (-73.9589670987899 40.7952127039287)"
-73.9668230576555,40.7870637233327,"25B-PM-1007-02","PM",10072018,"Adult","Gray","climbing","indifferent","POINT (-73.9668230576555 40.7870637233327)"
-73.9599911537509,40.7914452542845,"33D-AM-1017-04","AM",10172018,"Adult","Black","climbing","runs away","POINT (-73.9599911537509 40.7914452542845)"
-73.9775865217038,40.7704928300008,"5C-PM-1010-01","PM",10102018,"Adult","Cinnamon","eating","indifferent","POINT (-73.9775865217038 40.7704928300008)"
-73.9727323797981,40.7669035463955,"3H-AM-1008-03","AM",10082018,"Adult","Gray","climbing","indifferent","POINT (-73.9727323797981 40.7669035463955)"
-73.9756105226696,40.7696531972655,"5D-AM-1020-03","AM",10202018,"Adult","Cinnamon","foraging","approaches","POINT (-73.9756105226696 40.7696531972655)"
-73.9565151662506,40.7946647987447,"37E-PM-1006-07","PM",10062018,"Adult","Cinnamon","running","runs away","POINT (-73.9565151662506 40.7946647987447)"
-73.9577297187155,40.799225295679,"41B-AM-1010-08","AM",10102018,"Adult","Cinnamon","climbing","approaches","POINT (-73.9577297187155 40.799225295679)"
-73.9679156307975,40.7745269360259,"13H-PM-1010-06","PM",10102018,"Adult","Gray","foraging","indifferent","POINT (-73.9679156307975 40.7745269360259)"
-73.9526681107152,40.7977012009146,"42F-PM-1017-01","PM",10172018,"Adult","Gray","running","indifferent","POINT (-73.9526681107152 40.7977012009146)"
-73.9605347462123,40.7942075448387,"35B-AM-1010-04","AM",10102018,"Adult","Cinnamon","foraging","indifferent","POINT (-73.9605347462123 40.7942075448387)"
-73.9768544488742,40.7680069500977,"3D-AM-1006-07","AM",10062018,"Adult","Cinnamon","running","indifferent","POINT (-73.9768544488742 40.7680069500977)"
-73.9653343572865,40.7775286924617,"17H-PM-1007-01","PM",10072018,"Adult","Gray","climbing","runs away","POINT (-73.9653343572865 40.7775286924617)"
-73.9599419926299,40.7972774728811,"38A-AM-1019-01","AM",10192018,"Adult","Gray","running","indifferent","POINT (-73.9599419926299 40.7972774728811)"
-73.9755923256429,40.7672967972471,"3F-PM-1013-02","PM",10132018,"Adult","Black","foraging","runs away","POINT (-73.97559232564292 40.7672967972471)"
-73.9674603784345,40.7749493803168,"13H-PM-1010-01","PM",10102018,"Adult","Gray","foraging","indifferent","POINT (-73.9674603784345 40.774949380316805)"
-73.9600963639087,40.7934962325313,"34C-AM-1007-01","AM",10072018,"Adult","Black","running","runs away","POINT (-73.9600963639087 40.7934962325313)"
-73.96388775887,40.7915477304252,"31A-AM-1010-02","AM",10102018,"Adult","Gray","eating","indifferent","POINT (-73.96388775887 40.7915477304252)"
-73.964274290774,40.7795319556023,"19H-AM-1010-03","AM",10102018,"Juvenile","Gray","climbing","indifferent","POINT (-73.964274290774 40.7795319556023)"
-73.9596820155238,40.7932886803231,"34D-PM-1007-03","PM",10072018,"Adult","Gray","eating","runs away","POINT (-73.9596820155238 40.7932886803231)"
-73.9613347295946,40.7938900965153,"34B-AM-1013-02","AM",10132018,"Adult","Gray","foraging","indifferent","POINT (-73.9613347295946 40.7938900965153)"
-73.9721448879766,40.7762112840981,"13C-AM-1010-02","AM",10102018,"Adult","Gray","climbing","indifferent","POINT (-73.9721448879766 40.7762112840981)"
-73.9663297144622,40.7837932023685,"22D-PM-1012-03","PM",10122018,"Adult","Gray","foraging","indifferent","POINT (-73.9663297144622 40.7837932023685)"
-73.9674931070324,40.7783693690954,"17F-AM-1007-04","AM",10072018,"Adult","Cinnamon","eating","indifferent","POINT (-73.9674931070324 40.7783693690954)"
-73.9805927710872,40.7679989116642,"1B-PM-1019-07","PM",10192018,"Adult","Gray","eating","indifferent","POINT (-73.9805927710872 40.7679989116642)"
-73.9596083366477,40.7949526729608,"36C-PM-1013-05","PM",10132018,"Adult","Cinnamon","running","indifferent","POINT (-73.9596083366477 40.7949526729608)"
-73.9584950620879,40.7902770710643,"32F-PM-1008-03","PM",10082018,"Adult","Gray","running","indifferent","POINT (-73.9584950620879 40.7902770710643)"
-73.9766317094163,40.7734230472026,"8B-AM-1007-05","AM",10072018,"Adult","Gray","foraging","indifferent","POINT (-73.9766317094163 40.7734230472026)"
-73.9595222999173,40.7833202577782,"25I-AM-1012-02","AM",10122018,"Adult","Cinnamon","running","indifferent","POINT (-73.9595222999173 40.7833202577782)"
-73.9726920847792,40.7794117463889,"16A-PM-1019-02","PM",10192018,"Adult","Cinnamon","foraging","runs away","POINT (-73.9726920847792 40.7794117463889)"
-73.9663168490265,40.7825083721362,"21D-AM-1008-01","AM",10082018,"Adult","Gray","eating","indifferent","POINT (-73.9663168490265 40.7825083721362)"
-73.9693876553956,40.7707232748402,"8I-AM-1006-02","AM",10062018,"Adult","Gray","running","indifferent","POINT (-73.9693876553956 40.7707232748402)"
-73.9801619956135,40.7678576697542,"1B-AM-1012-09","AM",10122018,"Adult","Cinnamon","foraging","indifferent","POINT (-73.9801619956135 40.7678576697542)"
-73.954767265558,40.7973243644491,"40E-PM-1017-03","PM",10172018,"Adult","Cinnamon","foraging","indifferent","POINT (-73.954767265558 40.7973243644491)"
-73.9713968424625,40.7740390188527,"11E-PM-1012-03","PM",10122018,"Adult","Gray","foraging","runs away","POINT (-73.9713968424625 40.7740390188527)"
-73.9621253644004,40.7912082086879,"31C-AM-1017-01","AM",10172018,"Adult","Gray","running","runs away","POINT (-73.9621253644004 40.7912082086879)"
-73.9622050752008,40.7886373772305,"29D-PM-1010-01","PM",10102018,"Juvenile","Gray","climbing","indifferent","POINT (-73.9622050752008 40.7886373772305)"
-73.9689703880705,40.7712025611298,"9I-PM-1010-02","PM",10102018,"Adult","Gray","foraging","indifferent","POINT (-73.96897038807052 40.7712025611298)"
-73.9550131837533,40.7958617258176,"39E-PM-1013-02","PM",10132018,"Adult","Cinnamon","foraging","approaches","POINT (-73.9550131837533 40.7958617258176)"
-73.9762974698771,40.7740076116964,"9B-PM-1013-06","PM",10132018,"Adult","Cinnamon","foraging","indifferent","POINT (-73.9762974698771 40.7740076116964)"
-73.9719038949487,40.7703533492482,"7G-AM-1010-05","AM",10102018,"Adult","Gray","foraging","indifferent","POINT (-73.9719038949487 40.7703533492482)"
-73.964868521585,40.7821064183815,"22F-PM-1014-01","PM",10142018,"Adult","Gray","eating","indifferent","POINT (-73.964868521585 40.7821064183815)"
-73.979381450452,40.7709033697887,"4A-PM-1007-01","PM",10072018,"Adult","Gray","running","indifferent","POINT (-73.979381450452 40.770903369788705)"
-73.9748635473782,40.7742591029151,"10C-AM-1018-02","AM",10182018,"Adult","Gray","eating","indifferent","POINT (-73.9748635473782 40.7742591029151)"
-73.9649823687651,40.7763395359636,"16I-AM-1008-02","AM",10082018,"Adult","Cinnamon","climbing","indifferent","POINT (-73.9649823687651 40.7763395359636)"
-73.9710221361528,40.7724939691584,"10F-PM-1019-01","PM",10192018,"Adult","Gray","climbing","indifferent","POINT (-73.9710221361528 40.7724939691584)"
-73.9589475065438,40.7934846881536,"35D-PM-1013-06","PM",10132018,"Adult","Gray","climbing","runs away","POINT (-73.9589475065438 40.7934846881536)"
-73.9658747245917,40.7754033737532,"14I-PM-1018-01","PM",10182018,"Juvenile","Gray","running","runs away","POINT (-73.9658747245917 40.7754033737532)"
-73.9619016393127,40.7925160126921,"33B-PM-1010-06","PM",10102018,"Adult","Cinnamon","foraging","approaches","POINT (-73.9619016393127 40.7925160126921)"
-73.9612352611518,40.7944813634744,"35B-AM-1010-02","AM",10102018,"Adult","Gray","foraging","indifferent","POINT (-73.9612352611518 40.7944813634744)"
-73.9646495450499,40.7791203699027,"19H-PM-1008-01","PM",10082018,"Adult","Gray","eating","indifferent","POINT (-73.9646495450499 40.7791203699027)"
-73.9561076824455,40.7981145780509,"40D-AM-1013-01","AM",10132018,"Adult","Gray","running","indifferent","POINT (-73.9561076824455 40.7981145780509)"
-73.9599424115626,40.7957472585327,"37B-AM-1018-05","AM",10182018,"Adult","Gray","foraging","indifferent","POINT (-73.9599424115626 40.7957472585327)"
-73.9766195697096,40.7661907261547,"1F-AM-1010-04","AM",10102018,"Adult","Gray","eating","indifferent","POINT (-73.9766195697096 40.7661907261547)"
-73.9744368038675,40.7674281958115,"3G-PM-1013-03","PM",10132018,"Adult","Gray","climbing","runs away","POINT (-73.97443680386752 40.7674281958115)"
-73.9735533713513,40.7690605609001,"5F-PM-1007-05","PM",10072018,"Adult","Gray","foraging","indifferent","POINT (-73.9735533713513 40.7690605609001)"
-73.9796985410897,40.7678612835067,"1B-AM-1012-01","AM",10122018,"Adult","Gray","foraging","indifferent","POINT (-73.9796985410897 40.7678612835067)"
-73.9781033448468,40.7666724066213,"1D-AM-1006-03","AM",10062018,"Adult","Cinnamon","foraging","indifferent","POINT (-73.9781033448468 40.7666724066213)"
-73.9579097104326,40.7972273394716,"39C-AM-1017-03","AM",10172018,"Adult","Gray","foraging","runs away","POINT (-73.9579097104326 40.7972273394716)"
-73.9754802138871,40.773300804412,"9C-PM-1006-03","PM",10062018,"Adult","Gray","chasing","indifferent","POINT (-73.9754802138871 40.773300804412)"
-73.9691424997919,40.780542852496,"18C-AM-1018-02","AM",10182018,"Adult","Gray","running","indifferent","POINT (-73.9691424997919 40.780542852496)"
-73.9713680837672,40.7771661508364,"14D-PM-1019-03","PM",10192018,"Juvenile","Gray","foraging","runs away","POINT (-73.9713680837672 40.77716615083641)"
-73.9617594316752,40.7946803725236,"35A-AM-1014-01","AM",10142018,"Adult","Gray","running","indifferent","POINT (-73.9617594316752 40.7946803725236)"
-73.9743393747021,40.7676346798325,"3F-AM-1006-12","AM",10062018,"Juvenile","Cinnamon","foraging","indifferent","POINT (-73.9743393747021 40.7676346798325)"
-73.9703571491616,40.7678515625131,"5I-AM-1010-06","AM",10102018,"Adult","Gray","foraging","indifferent","POINT (-73.9703571491616 40.7678515625131)"
-73.972248505758,40.7659043693008,"3I-PM-1013-01","PM",10132018,"Adult","Black","eating","indifferent","POINT (-73.972248505758 40.765904369300806)"
-73.9724947710698,40.7696619340886,"6G-AM-1008-05","AM",10082018,"Adult","Gray","climbing","indifferent","POINT (-73.9724947710698 40.7696619340886)"
-73.9714744574918,40.7736266158925,"10E-AM-1010-01","AM",10102018,"Adult","Gray","foraging","indifferent","POINT (-73.9714744574918 40.7736266158925)"
-73.9613127978423,40.7929321504568,"33B-AM-1010-04","AM",10102018,"Adult","Gray","foraging","indifferent","POINT (-73.9613127978423 40.7929321504568)"
-73.9639828431368,40.7910151996207,"30B-PM-1019-09","PM",10192018,"Adult","Gray","foraging","runs away","POINT (-73.9639828431368 40.7910151996207)"
-73.9749469566854,40.7667805367199,"2F-PM-1014-10","PM",10142018,"Adult","Gray","running","indifferent","POINT (-73.9749469566854 40.7667805367199)"
-73.9572383478774,40.7876857380722,"30H-PM-1006-01","PM",10062018,"Adult","Gray","climbing","indifferent","POINT (-73.9572383478774 40.7876857380722)"
-73.9615643742864,40.7944678447843,"35B-PM-1013-06","PM",10132018,"Adult","Gray","running","runs away","POINT (-73.9615643742864 40.7944678447843)"
-73.9664536611195,40.7827694131949,"21D-AM-1008-03","AM",10082018,"Adult","Gray","foraging","indifferent","POINT (-73.9664536611195 40.7827694131949)"
-73.9708640291801,40.7781721063527,"15C-AM-1010-01","AM",10102018,"Adult","Gray","foraging","runs away","POINT (-73.9708640291801 40.7781721063527)"
-73.9690241805398,40.7837967580773,"21B-AM-1019-07","AM",10192018,"Adult","Gray","foraging","indifferent","POINT (-73.9690241805398 40.7837967580773)"
-73.9779039082557,40.7675313108314,"2D-PM-1012-01","PM",10122018,"Adult","Gray","foraging","indifferent","POINT (-73.9779039082557 40.7675313108314)"
-73.9559663734409,40.7945828261377,"37F-AM-1010-01","AM",10102018,"Adult","Gray","climbing","indifferent","POINT (-73.9559663734409 40.7945828261377)"
-73.9721064150173,40.7667053821991,"3I-AM-1010-01","AM",10102018,"Adult","Gray","running","indifferent","POINT (-73.9721064150173 40.7667053821991)"
-73.9719901848577,40.7720525965356,"9F-PM-1014-07","PM",10142018,"Adult","Black","foraging","indifferent","POINT (-73.9719901848577 40.7720525965356)"
-73.9810149147578,40.7683925377714,"2A-AM-1010-03","AM",10102018,"Adult","Gray","eating","indifferent","POINT (-73.9810149147578 40.7683925377714)"
-73.978199543688,40.7695660563362,"4C-PM-1010-17","PM",10102018,"Adult","Cinnamon","running","runs away","POINT (-73.978199543688 40.7695660563362)"
-73.9735753352129,40.7687061447032,"5G-PM-1010-04","PM",10102018,"Adult","Gray","eating","approaches","POINT (-73.9735753352129 40.7687061447032)"
-73.9751625910271,40.7671023412885,"3F-AM-1006-02","AM",10062018,"Adult","Gray","foraging","indifferent","POINT (-73.9751625910271 40.7671023412885)"
-73.9597048490102,40.7955846466241,"37B-AM-1018-06","AM",10182018,"Adult","Gray","climbing","runs away","POINT (-73.9597048490102 40.7955846466241)"
-73.9765386965371,40.766371971273,"1F-AM-1010-02","AM",10102018,"Adult","Gray","eating","indifferent","POINT (-73.9765386965371 40.766371971273)"
-73.9698130452581,40.7745000645436,"12F-PM-1007-15","PM",10072018,"Adult","Gray","eating","indifferent","POINT (-73.9698130452581 40.7745000645436)"
-73.970795746101,40.7704727212299,"8H-PM-1014-01","PM",10142018,"Adult","Gray","eating","indifferent","POINT (-73.970795746101 40.7704727212299)"
-73.9635981227569,40.7928169540326,"32A-AM-1018-05","AM",10182018,"Adult","Gray","running","indifferent","POINT (-73.9635981227569 40.7928169540326)"
-73.9769693140651,40.7684390015166,"3D-AM-1006-01","AM",10062018,"Adult","Cinnamon","running","runs away","POINT (-73.9769693140651 40.7684390015166)"
-73.9727187453699,40.7669595710626,"3H-AM-1008-02","AM",10082018,"Adult","Gray","climbing","indifferent","POINT (-73.9727187453699 40.7669595710626)"
-73.9771726831497,40.7732320781799,"8A-AM-1013-01","AM",10132018,"Adult","Gray","running","runs away","POINT (-73.9771726831497 40.7732320781799)"
-73.9752965316933,40.7752538575789,"10B-AM-1006-03","AM",10062018,"Adult","Gray","climbing","approaches","POINT (-73.9752965316933 40.7752538575789)"
-73.9581007437094,40.7959403112722,"38C-AM-1019-06","AM",10192018,"Adult","Gray","climbing","indifferent","POINT (-73.9581007437094 40.7959403112722)"
-73.9694166642262,40.7697788641081,"8I-PM-1013-03","PM",10132018,"Adult","Gray","eating","indifferent","POINT (-73.9694166642262 40.7697788641081)"
-73.9568524771058,40.7974664985551,"40C-PM-1006-06","PM",10062018,"Juvenile","Gray","foraging","approaches","POINT (-73.9568524771058 40.7974664985551)"
-73.9786351029146,40.7716114164002,"6A-PM-1012-06","PM",10122018,"Adult","Gray","chasing","indifferent","POINT (-73.9786351029146 40.771611416400205)"
-73.9590191812452,40.7906166981409,"32E-PM-1017-08","PM",10172018,"Adult","Gray","eating","runs away","POINT (-73.9590191812452 40.7906166981409)"
-73.9638812060405,40.7923714941429,"32A-PM-1013-02","PM",10132018,"?","Gray","foraging","indifferent","POINT (-73.9638812060405 40.792371494142905)"
-73.9692676659807,40.7700678919108,"8I-PM-1013-08","PM",10132018,"Adult","Cinnamon","climbing","runs away","POINT (-73.96926766598071 40.7700678919108)"
-73.9729786570879,40.7778238570396,"14B-AM-1007-01","AM",10072018,"Adult","Gray","foraging","runs away","POINT (-73.97297865708792 40.7778238570396)"
-73.976658503418,40.7686868456917,"4D-AM-1012-03","AM",10122018,"Adult","Gray","chasing","indifferent","POINT (-73.976658503418 40.7686868456917)"
-73.9689893412693,40.785308737683,"23A-AM-1018-03","AM",10182018,"Juvenile","Gray","climbing","indifferent","POINT (-73.9689893412693 40.785308737683)"
-73.979636950073,40.7677999753976,"1C-PM-1013-10","PM",10132018,"Adult","Cinnamon","foraging","indifferent","POINT (-73.979636950073 40.7677999753976)"
-73.9605163698302,40.7914179994956,"32D-PM-1006-05","PM",10062018,"Juvenile","Gray","running","runs away","POINT (-73.9605163698302 40.7914179994956)"
-73.9736896363006,40.7677630862626,"4G-AM-1006-01","AM",10062018,"Adult","Gray","foraging","indifferent","POINT (-73.9736896363006 40.7677630862626)"
-73.9642988690682,40.7795591281979,"19H-AM-1010-04","AM",10102018,"Adult","Gray","climbing","indifferent","POINT (-73.9642988690682 40.7795591281979)"
-73.9522677657659,40.7934034811368,"38I-AM-1019-02","AM",10192018,"Adult","Cinnamon","foraging","runs away","POINT (-73.9522677657659 40.7934034811368)"
-73.9713379914423,40.7696367609606,"7H-PM-1006-01","PM",10062018,"Adult","Gray","eating","approaches","POINT (-73.9713379914423 40.7696367609606)"
-73.951448051873,40.7973951649254,"42G-AM-1018-02","AM",10182018,"Adult","Gray","running","indifferent","POINT (-73.951448051873 40.7973951649254)"
-73.9711673006524,40.7747979614577,"12E-PM-1018-05","PM",10182018,"Adult","Cinnamon","foraging","indifferent","POINT (-73.9711673006524 40.7747979614577)"
-73.96393252683,40.7808289765857,"21G-AM-1014-04","AM",10142018,"Adult","Gray","eating","indifferent","POINT (-73.96393252683 40.7808289765857)"
-73.9765877920583,40.7660946071574,"1F-AM-1010-04","AM",10102018,"Adult","Gray","eating","indifferent","POINT (-73.9765877920583 40.7660946071574)"
-73.9734605176646,40.7686218881386,"5G-PM-1010-02","PM",10102018,"Adult","Gray","eating","runs away","POINT (-73.9734605176646 40.7686218881386)"
-73.9675917702187,40.7789922281625,"17E-AM-1017-02","AM",10172018,"Adult","Gray","climbing","indifferent","POINT (-73.9675917702187 40.7789922281625)"
-73.95795157569,40.7961254697958,"38C-PM-1014-04","PM",10142018,"Adult","Gray","running","runs away","POINT (-73.95795157569 40.7961254697958)"
-73.9739737592602,40.7727130476777,"9D-AM-1008-04","AM",10082018,"Adult","Gray","running","indifferent","POINT (-73.9739737592602 40.7727130476777)"
-73.9771800098131,40.7708863131336,"5C-PM-1010-03","PM",10102018,"Adult","Cinnamon","running","runs away","POINT (-73.9771800098131 40.7708863131336)"
-73.9596904740342,40.7897200025671,"31E-AM-1014-01","AM",10142018,"Adult","Gray","running","runs away","POINT (-73.9596904740342 40.7897200025671)"
-73.9697159562944,40.7730671417653,"11G-PM-1013-02","PM",10132018,"Adult","Gray","foraging","indifferent","POINT (-73.9697159562944 40.7730671417653)"
-73.9604482901468,40.7898646293603,"31E-PM-1006-07","PM",10062018,"Adult","Gray","foraging","indifferent","POINT (-73.9604482901468 40.7898646293603)"
-73.9699188544459,40.7772180370053,"15E-PM-1008-09","PM",10082018,"Adult","Gray","eating","indifferent","POINT (-73.9699188544459 40.7772180370053)"
-73.9737329655838,40.7726424441344,"8D-PM-1007-02","PM",10072018,"Adult","Gray","eating","indifferent","POINT (-73.9737329655838 40.7726424441344)"
-73.9766348078633,40.7717715634438,"7C-AM-1012-01","AM",10122018,"Adult","Gray","running","indifferent","POINT (-73.9766348078633 40.7717715634438)"
-73.965019827314,40.7759864291323,"15I-AM-1008-03","AM",10082018,"Adult","Gray","running","indifferent","POINT (-73.965019827314 40.7759864291323)"
-73.9690080105286,40.7710230515054,"9I-PM-1010-03","PM",10102018,"Adult","Gray","foraging","indifferent","POINT (-73.9690080105286 40.7710230515054)"
-73.950827557335,40.797579073666,"42H-PM-1014-02","PM",10142018,"Adult","Gray","running","indifferent","POINT (-73.950827557335 40.797579073666)"
-73.9695685186489,40.7788293026327,"16D-AM-1007-04","AM",10072018,"Adult","Gray","climbing","runs away","POINT (-73.9695685186489 40.7788293026327)"
-73.9763836740342,40.7706121151491,"5C-AM-1006-06","AM",10062018,"Adult","Gray","eating","indifferent","POINT (-73.9763836740342 40.7706121151491)"
-73.9700264128414,40.7692014637698,"7I-PM-1013-01","PM",10132018,"Juvenile","Cinnamon","eating","approaches","POINT (-73.9700264128414 40.7692014637698)"
-73.968891673893,40.7767001471729,"15F-AM-1007-06","AM",10072018,"Adult","Gray","running","runs away","POINT (-73.968891673893 40.7767001471729)"
-73.9598973337711,40.7933346360478,"34C-PM-1012-01","PM",10122018,"Adult","Black","foraging","indifferent","POINT (-73.9598973337711 40.7933346360478)"
-73.9615516703494,40.7905219388359,"31D-AM-1014-04","AM",10142018,"Juvenile","Gray","running","indifferent","POINT (-73.9615516703494 40.7905219388359)"
-73.9751454725998,40.770291361572,"6D-PM-1020-06","PM",10202018,"Adult","Gray","foraging","indifferent","POINT (-73.9751454725998 40.770291361572006)"
-73.9584967368893,40.7977320341094,"39B-PM-1014-05","PM",10142018,"Adult","Gray","eating","indifferent","POINT (-73.9584967368893 40.7977320341094)"
-73.9772239251936,40.7731716665766,"8A-AM-1013-05","AM",10132018,"Adult","Cinnamon","running","approaches","POINT (-73.9772239251936 40.7731716665766)"
-73.954499539822,40.7949716693686,"38F-AM-1018-01","AM",10182018,"Adult","Cinnamon","running","runs away","POINT (-73.954499539822 40.7949716693686)"
-73.9729410488021,40.7709484964577,"7F-AM-1008-13","AM",10082018,"Adult","Gray","running","indifferent","POINT (-73.9729410488021 40.7709484964577)"
-73.9706428641753,40.7762933936464,"13E-AM-1017-07","AM",10172018,"Adult","Gray","foraging","indifferent","POINT (-73.9706428641753 40.7762933936464)"
-73.9538251716292,40.7919360198175,"35I-PM-1006-01","PM",10062018,"Adult","Gray","foraging","indifferent","POINT (-73.9538251716292 40.7919360198175)"
-73.9620542514749,40.7943731722138,"34A-AM-1012-01","AM",10122018,"Adult","Gray","running","indifferent","POINT (-73.9620542514749 40.7943731722138)"
-73.958932543729,40.7913445531266,"33E-AM-1014-11","AM",10142018,"Juvenile","Gray","chasing","indifferent","POINT (-73.958932543729 40.7913445531266)"
-73.9549261242548,40.7944701994615,"37G-AM-1014-04","AM",10142018,"Adult","Gray","chasing","indifferent","POINT (-73.9549261242548 40.7944701994615)"
-73.9582150734453,40.7962862794303,"38C-AM-1019-08","AM",10192018,"Juvenile","Gray","running","indifferent","POINT (-73.9582150734453 40.7962862794303)"
